player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
Alexis Sánchez,Manchester Utd,Premier League,2019,FW,"FW,MF",880.0,FW-1,Creating and carrying forwards
Ander Herrera,Manchester Utd,Premier League,2019,MF,MF,1403.0,MF-0,Deep ball winning midfielders
Andreas Pereira,Manchester Utd,Premier League,2019,MF,MF,599.0,MF-0,Deep ball winning midfielders
Anthony Martial,Manchester Utd,Premier League,2019,FW,"FW,MF",1621.0,FW-1,Creating and carrying forwards
Antonio Valencia,Manchester Utd,Premier League,2019,DF,DF,466.0,DF-1,Wide attacking defenders
Ashley Young,Manchester Utd,Premier League,2019,DF,DF,2569.0,DF-1,Wide attacking defenders
Chris Smalling,Manchester Utd,Premier League,2019,DF,DF,2127.0,DF-0,Deep central defenders
Diogo Dalot,Manchester Utd,Premier League,2019,DF,DF,1013.0,DF-1,Wide attacking defenders
Eric Bailly,Manchester Utd,Premier League,2019,DF,DF,638.0,DF-0,Deep central defenders
Fred,Manchester Utd,Premier League,2019,MF,MF,1041.0,MF-0,Deep ball winning midfielders
Jesse Lingard,Manchester Utd,Premier League,2019,MF,"MF,FW",1663.0,MF-1,Advanced attacking midfielders
Juan Mata,Manchester Utd,Premier League,2019,MF,"MF,FW",1289.0,MF-1,Advanced attacking midfielders
Luke Shaw,Manchester Utd,Premier League,2019,DF,DF,2591.0,DF-1,Wide attacking defenders
Marcus Rashford,Manchester Utd,Premier League,2019,FW,"FW,MF",2334.0,FW-0,Low involvement centre forwards
Marouane Fellaini,Manchester Utd,Premier League,2019,MF,MF,752.0,MF-0,Deep ball winning midfielders
Nemanja Matić,Manchester Utd,Premier League,2019,MF,MF,2436.0,MF-0,Deep ball winning midfielders
Paul Pogba,Manchester Utd,Premier League,2019,MF,MF,3006.0,MF-1,Advanced attacking midfielders
Phil Jones,Manchester Utd,Premier League,2019,DF,DF,1263.0,DF-0,Deep central defenders
Romelu Lukaku,Manchester Utd,Premier League,2019,FW,FW,2136.0,FW-0,Low involvement centre forwards
Scott McTominay,Manchester Utd,Premier League,2019,MF,"MF,DF",867.0,MF-0,Deep ball winning midfielders
Victor Lindelöf,Manchester Utd,Premier League,2019,DF,DF,2601.0,DF-0,Deep central defenders
Ayoze Pérez,Newcastle Utd,Premier League,2019,MF,"MF,FW",2917.0,MF-1,Advanced attacking midfielders
Christian Atsu,Newcastle Utd,Premier League,2019,MF,MF,1493.0,MF-1,Advanced attacking midfielders
Ciaran Clark,Newcastle Utd,Premier League,2019,DF,DF,858.0,DF-0,Deep central defenders
DeAndre Yedlin,Newcastle Utd,Premier League,2019,DF,DF,2473.0,DF-1,Wide attacking defenders
Fabian Schär,Newcastle Utd,Premier League,2019,DF,DF,1999.0,DF-0,Deep central defenders
Federico Fernández,Newcastle Utd,Premier League,2019,DF,DF,1484.0,DF-0,Deep central defenders
Florian Lejeune,Newcastle Utd,Premier League,2019,DF,DF,1054.0,DF-0,Deep central defenders
Isaac Hayden,Newcastle Utd,Premier League,2019,MF,MF,1859.0,MF-0,Deep ball winning midfielders
Jamaal Lascelles,Newcastle Utd,Premier League,2019,DF,DF,2745.0,DF-0,Deep central defenders
Javier Manquillo,Newcastle Utd,Premier League,2019,DF,DF,1101.0,DF-1,Wide attacking defenders
Jonjo Shelvey,Newcastle Utd,Premier League,2019,MF,MF,948.0,MF-0,Deep ball winning midfielders
Joselu,Newcastle Utd,Premier League,2019,FW,FW,596.0,FW-0,Low involvement centre forwards
Kenedy,Newcastle Utd,Premier League,2019,MF,"MF,DF",1348.0,MF-0,Deep ball winning midfielders
Ki Sung-yueng,Newcastle Utd,Premier League,2019,MF,MF,1302.0,MF-0,Deep ball winning midfielders
Matt Ritchie,Newcastle Utd,Premier League,2019,DF,"DF,MF",2928.0,DF-1,Wide attacking defenders
Miguel Almirón,Newcastle Utd,Premier League,2019,MF,MF,759.0,MF-1,Advanced attacking midfielders
Mohamed Diamé,Newcastle Utd,Premier League,2019,MF,MF,2166.0,MF-0,Deep ball winning midfielders
Paul Dummett,Newcastle Utd,Premier League,2019,DF,DF,1990.0,DF-0,Deep central defenders
Salomón Rondón,Newcastle Utd,Premier League,2019,FW,FW,2603.0,FW-0,Low involvement centre forwards
Sean Longstaff,Newcastle Utd,Premier League,2019,MF,MF,687.0,MF-0,Deep ball winning midfielders
Yoshinori Mutō,Newcastle Utd,Premier League,2019,FW,"FW,MF",524.0,FW-0,Low involvement centre forwards
Charlie Austin,Southampton,Premier League,2019,FW,FW,983.0,FW-0,Low involvement centre forwards
Cédric Soares,Southampton,Premier League,2019,DF,DF,1495.0,DF-1,Wide attacking defenders
Danny Ings,Southampton,Premier League,2019,FW,FW,1651.0,FW-0,Low involvement centre forwards
Jack Stephens,Southampton,Premier League,2019,DF,DF,1700.0,DF-0,Deep central defenders
James Ward-Prowse,Southampton,Premier League,2019,MF,"MF,DF",1945.0,MF-1,Advanced attacking midfielders
Jan Bednarek,Southampton,Premier League,2019,DF,DF,2151.0,DF-0,Deep central defenders
Jannik Vestergaard,Southampton,Premier League,2019,DF,DF,2027.0,DF-0,Deep central defenders
Manolo Gabbiadini,Southampton,Premier League,2019,FW,"FW,MF",476.0,FW-0,Low involvement centre forwards
Mario Lemina,Southampton,Premier League,2019,MF,MF,1613.0,MF-0,Deep ball winning midfielders
Matt Targett,Southampton,Premier League,2019,DF,DF,1186.0,DF-1,Wide attacking defenders
Maya Yoshida,Southampton,Premier League,2019,DF,DF,1518.0,DF-0,Deep central defenders
Mohamed Elyounoussi,Southampton,Premier League,2019,MF,MF,793.0,MF-1,Advanced attacking midfielders
Nathan Redmond,Southampton,Premier League,2019,MF,"MF,FW",3270.0,MF-1,Advanced attacking midfielders
Oriol Romeu,Southampton,Premier League,2019,MF,MF,2136.0,MF-0,Deep ball winning midfielders
Pierre Højbjerg,Southampton,Premier League,2019,MF,MF,2760.0,MF-0,Deep ball winning midfielders
Ryan Bertrand,Southampton,Premier League,2019,DF,DF,2160.0,DF-1,Wide attacking defenders
Shane Long,Southampton,Premier League,2019,FW,"FW,MF",1272.0,FW-0,Low involvement centre forwards
Stuart Armstrong,Southampton,Premier League,2019,MF,MF,1432.0,MF-1,Advanced attacking midfielders
Wesley Hoedt,Southampton,Premier League,2019,DF,DF,1170.0,DF-0,Deep central defenders
Yan Valery,Southampton,Premier League,2019,DF,DF,1712.0,DF-1,Wide attacking defenders
Ben Davies,Tottenham,Premier League,2019,DF,DF,1844.0,DF-1,Wide attacking defenders
Christian Eriksen,Tottenham,Premier League,2019,MF,MF,2774.0,MF-1,Advanced attacking midfielders
Danny Rose,Tottenham,Premier League,2019,DF,"DF,MF",1798.0,DF-1,Wide attacking defenders
Davinson Sánchez,Tottenham,Premier League,2019,DF,DF,1942.0,DF-0,Deep central defenders
Dele Alli,Tottenham,Premier League,2019,MF,MF,1825.0,MF-1,Advanced attacking midfielders
Eric Dier,Tottenham,Premier League,2019,MF,"MF,DF",1506.0,MF-0,Deep ball winning midfielders
Fernando Llorente,Tottenham,Premier League,2019,FW,FW,694.0,FW-0,Low involvement centre forwards
Harry Kane,Tottenham,Premier League,2019,FW,FW,2424.0,FW-0,Low involvement centre forwards
Harry Winks,Tottenham,Premier League,2019,MF,MF,1597.0,MF-0,Deep ball winning midfielders
Jan Vertonghen,Tottenham,Premier League,2019,DF,DF,1911.0,DF-0,Deep central defenders
Juan Foyth,Tottenham,Premier League,2019,DF,DF,888.0,DF-0,Deep central defenders
Kieran Trippier,Tottenham,Premier League,2019,DF,DF,2276.0,DF-1,Wide attacking defenders
Lucas Moura,Tottenham,Premier League,2019,MF,"MF,FW",2121.0,MF-1,Advanced attacking midfielders
Mousa Dembélé,Tottenham,Premier League,2019,MF,MF,515.0,MF-0,Deep ball winning midfielders
Moussa Sissoko,Tottenham,Premier League,2019,MF,MF,2330.0,MF-0,Deep ball winning midfielders
Serge Aurier,Tottenham,Premier League,2019,DF,DF,564.0,DF-1,Wide attacking defenders
Son Heung-min,Tottenham,Premier League,2019,FW,"FW,MF",2039.0,FW-1,Creating and carrying forwards
Toby Alderweireld,Tottenham,Premier League,2019,DF,DF,2922.0,DF-0,Deep central defenders
Victor Wanyama,Tottenham,Premier League,2019,MF,MF,516.0,MF-0,Deep ball winning midfielders
Érik Lamela,Tottenham,Premier League,2019,MF,MF,974.0,MF-1,Advanced attacking midfielders
Abdoulaye Doucouré,Watford,Premier League,2019,MF,MF,3062.0,MF-0,Deep ball winning midfielders
Adam Masina,Watford,Premier League,2019,DF,DF,1004.0,DF-0,Deep central defenders
Adrian Mariappa,Watford,Premier League,2019,DF,DF,1927.0,DF-0,Deep central defenders
Andre Gray,Watford,Premier League,2019,FW,FW,1366.0,FW-0,Low involvement centre forwards
Christian Kabasele,Watford,Premier League,2019,DF,DF,1586.0,DF-0,Deep central defenders
Craig Cathcart,Watford,Premier League,2019,DF,DF,3096.0,DF-0,Deep central defenders
Daryl Janmaat,Watford,Premier League,2019,DF,DF,1520.0,DF-1,Wide attacking defenders
Gerard Deulofeu,Watford,Premier League,2019,FW,"FW,MF",2066.0,FW-1,Creating and carrying forwards
Isaac Success,Watford,Premier League,2019,FW,"FW,MF",1052.0,FW-1,Creating and carrying forwards
José Holebas,Watford,Premier League,2019,DF,DF,2393.0,DF-1,Wide attacking defenders
Ken Sema,Watford,Premier League,2019,MF,MF,754.0,MF-1,Advanced attacking midfielders
Kiko Femenía,Watford,Premier League,2019,DF,DF,2049.0,DF-1,Wide attacking defenders
Roberto Pereyra,Watford,Premier League,2019,MF,MF,2815.0,MF-1,Advanced attacking midfielders
Tom Cleverley,Watford,Premier League,2019,MF,MF,478.0,MF-0,Deep ball winning midfielders
Troy Deeney,Watford,Premier League,2019,FW,FW,2545.0,FW-0,Low involvement centre forwards
Will Hughes,Watford,Premier League,2019,MF,MF,2418.0,MF-0,Deep ball winning midfielders
Étienne Capoue,Watford,Premier League,2019,MF,MF,2944.0,MF-0,Deep ball winning midfielders
Aaron Cresswell,West Ham,Premier League,2019,DF,DF,1589.0,DF-1,Wide attacking defenders
Andriy Yarmolenko,West Ham,Premier League,2019,MF,"MF,FW",459.0,MF-1,Advanced attacking midfielders
Andy Carroll,West Ham,Premier League,2019,FW,FW,461.0,FW-0,Low involvement centre forwards
Angelo Ogbonna,West Ham,Premier League,2019,DF,DF,1874.0,DF-0,Deep central defenders
Arthur Masuaku,West Ham,Premier League,2019,DF,DF,1759.0,DF-1,Wide attacking defenders
Declan Rice,West Ham,Premier League,2019,MF,MF,3003.0,MF-0,Deep ball winning midfielders
Fabián Balbuena,West Ham,Premier League,2019,DF,DF,2013.0,DF-0,Deep central defenders
Felipe Anderson,West Ham,Premier League,2019,MF,MF,3043.0,MF-1,Advanced attacking midfielders
Grady Diangana,West Ham,Premier League,2019,MF,MF,609.0,MF-1,Advanced attacking midfielders
Issa Diop,West Ham,Premier League,2019,DF,DF,2970.0,DF-0,Deep central defenders
Javier Hernández,West Ham,Premier League,2019,FW,FW,1334.0,FW-0,Low involvement centre forwards
Lucas Pérez,West Ham,Premier League,2019,FW,"FW,MF",475.0,FW-0,Low involvement centre forwards
Manuel Lanzini,West Ham,Premier League,2019,MF,MF,686.0,MF-1,Advanced attacking midfielders
Mark Noble,West Ham,Premier League,2019,MF,MF,2291.0,MF-0,Deep ball winning midfielders
Marko Arnautović,West Ham,Premier League,2019,FW,FW,1990.0,FW-0,Low involvement centre forwards
Michail Antonio,West Ham,Premier League,2019,MF,"MF,FW",2103.0,MF-1,Advanced attacking midfielders
Pablo Zabaleta,West Ham,Premier League,2019,DF,DF,2092.0,DF-1,Wide attacking defenders
Pedro Obiang,West Ham,Premier League,2019,MF,MF,1128.0,MF-0,Deep ball winning midfielders
Robert Snodgrass,West Ham,Premier League,2019,MF,MF,2220.0,MF-1,Advanced attacking midfielders
Ryan Fredericks,West Ham,Premier League,2019,DF,DF,1086.0,DF-1,Wide attacking defenders
Adama Traoré,Wolves,Premier League,2019,FW,"FW,MF",902.0,FW-1,Creating and carrying forwards
Conor Coady,Wolves,Premier League,2019,DF,DF,3420.0,DF-0,Deep central defenders
Diogo Jota,Wolves,Premier League,2019,FW,"FW,MF",2355.0,FW-1,Creating and carrying forwards
Hélder Costa,Wolves,Premier League,2019,FW,"FW,MF",1341.0,FW-1,Creating and carrying forwards
Ivan Cavaleiro,Wolves,Premier League,2019,FW,"FW,MF",693.0,FW-1,Creating and carrying forwards
Jonny Castro,Wolves,Premier League,2019,DF,"DF,MF",2771.0,DF-1,Wide attacking defenders
João Moutinho,Wolves,Premier League,2019,MF,MF,3032.0,MF-0,Deep ball winning midfielders
Leander Dendoncker,Wolves,Premier League,2019,MF,MF,1467.0,MF-0,Deep ball winning midfielders
Matt Doherty,Wolves,Premier League,2019,DF,"DF,MF",3144.0,DF-1,Wide attacking defenders
Morgan Gibbs-White,Wolves,Premier League,2019,MF,"MF,FW",663.0,MF-1,Advanced attacking midfielders
Raúl Jiménez,Wolves,Premier League,2019,FW,FW,3111.0,FW-0,Low involvement centre forwards
Romain Saïss,Wolves,Premier League,2019,MF,"MF,DF",1149.0,MF-0,Deep ball winning midfielders
Ryan Bennett,Wolves,Premier League,2019,DF,DF,3060.0,DF-0,Deep central defenders
Rúben Neves,Wolves,Premier League,2019,MF,MF,3007.0,MF-0,Deep ball winning midfielders
Rúben Vinagre,Wolves,Premier League,2019,DF,"DF,MF",710.0,DF-1,Wide attacking defenders
Willy Boly,Wolves,Premier League,2019,DF,DF,3167.0,DF-0,Deep central defenders
Andrea Masiello,Atalanta,Serie A,2019,DF,DF,1836.0,DF-0,Deep central defenders
Berat Djimsiti,Atalanta,Serie A,2019,DF,DF,1807.0,DF-0,Deep central defenders
Duván Zapata,Atalanta,Serie A,2019,FW,FW,2896.0,FW-1,Creating and carrying forwards
Emiliano Rigoni,Atalanta,Serie A,2019,FW,"FW,MF",522.0,FW-1,Creating and carrying forwards
Gianluca Mancini,Atalanta,Serie A,2019,DF,DF,2246.0,DF-0,Deep central defenders
Hans Hateboer,Atalanta,Serie A,2019,DF,DF,2973.0,DF-1,Wide attacking defenders
Josip Iličić,Atalanta,Serie A,2019,FW,"FW,MF",2145.0,FW-1,Creating and carrying forwards
José Luis Palomino,Atalanta,Serie A,2019,DF,DF,2261.0,DF-0,Deep central defenders
Mario Pašalić,Atalanta,Serie A,2019,MF,MF,1618.0,MF-1,Advanced attacking midfielders
Marten de Roon,Atalanta,Serie A,2019,MF,MF,2975.0,MF-0,Deep ball winning midfielders
Musa Barrow,Atalanta,Serie A,2019,FW,"FW,MF",601.0,FW-1,Creating and carrying forwards
Papu Gómez,Atalanta,Serie A,2019,MF,"MF,FW",2899.0,MF-1,Advanced attacking midfielders
Rafael Tolói,Atalanta,Serie A,2019,DF,DF,1746.0,DF-1,Wide attacking defenders
Remo Freuler,Atalanta,Serie A,2019,MF,MF,3022.0,MF-0,Deep ball winning midfielders
Robin Gosens,Atalanta,Serie A,2019,DF,"DF,MF",1942.0,DF-1,Wide attacking defenders
Timothy Castagne,Atalanta,Serie A,2019,DF,DF,2006.0,DF-1,Wide attacking defenders
Andrea Poli,Bologna,Serie A,2019,MF,MF,1932.0,MF-0,Deep ball winning midfielders
Arturo Calabresi,Bologna,Serie A,2019,DF,DF,1412.0,DF-0,Deep central defenders
Blerim Džemaili,Bologna,Serie A,2019,MF,MF,1750.0,MF-1,Advanced attacking midfielders
Danilo Larangeira,Bologna,Serie A,2019,DF,DF,3077.0,DF-0,Deep central defenders
Diego Falcinelli,Bologna,Serie A,2019,FW,FW,703.0,FW-0,Low involvement centre forwards
Erick Pulgar,Bologna,Serie A,2019,MF,MF,2357.0,MF-0,Deep ball winning midfielders
Federico Mattiello,Bologna,Serie A,2019,DF,"DF,FW",1333.0,DF-1,Wide attacking defenders
Federico Santander,Bologna,Serie A,2019,FW,FW,2065.0,FW-0,Low involvement centre forwards
Filip Helander,Bologna,Serie A,2019,DF,DF,1713.0,DF-0,Deep central defenders
Giancarlo González,Bologna,Serie A,2019,DF,DF,746.0,DF-0,Deep central defenders
Ibrahima Mbaye,Bologna,Serie A,2019,DF,DF,2010.0,DF-0,Deep central defenders
Ladislav Krejčí,Bologna,Serie A,2019,DF,"DF,MF",1065.0,DF-1,Wide attacking defenders
Lyanco,Bologna,Serie A,2019,DF,DF,1119.0,DF-0,Deep central defenders
Mattia Destro,Bologna,Serie A,2019,FW,FW,493.0,FW-0,Low involvement centre forwards
Mattias Svanberg,Bologna,Serie A,2019,MF,MF,1176.0,MF-1,Advanced attacking midfielders
Mitchell Dijks,Bologna,Serie A,2019,DF,DF,2023.0,DF-1,Wide attacking defenders
Nicola Sansone,Bologna,Serie A,2019,MF,"MF,FW",1139.0,MF-1,Advanced attacking midfielders
Riccardo Orsolini,Bologna,Serie A,2019,MF,"MF,FW",1964.0,MF-1,Advanced attacking midfielders
Roberto Soriano,Bologna,Serie A,2019,MF,MF,1489.0,MF-1,Advanced attacking midfielders
Rodrigo Palacio,Bologna,Serie A,2019,FW,"FW,MF",2329.0,FW-1,Creating and carrying forwards
Sebastien De Maio,Bologna,Serie A,2019,DF,DF,491.0,DF-0,Deep central defenders
Ádám Nagy,Bologna,Serie A,2019,MF,MF,975.0,MF-0,Deep ball winning midfielders
Alberto Cerri,Cagliari,Serie A,2019,FW,FW,670.0,FW-0,Low involvement centre forwards
Alessandro Deiola,Cagliari,Serie A,2019,MF,MF,450.0,MF-0,Deep ball winning midfielders
Artur Ioniță,Cagliari,Serie A,2019,MF,MF,2968.0,MF-0,Deep ball winning midfielders
Charalambos Lykogiannis,Cagliari,Serie A,2019,DF,DF,830.0,DF-1,Wide attacking defenders
Darijo Srna,Cagliari,Serie A,2019,DF,DF,2087.0,DF-1,Wide attacking defenders
Diego Farias,Cagliari,Serie A,2019,FW,"FW,MF",700.0,FW-0,Low involvement centre forwards
Fabio Pisacane,Cagliari,Serie A,2019,DF,DF,2266.0,DF-0,Deep central defenders
Fabrizio Cacciatore,Cagliari,Serie A,2019,DF,DF,580.0,DF-1,Wide attacking defenders
Filip Bradarić,Cagliari,Serie A,2019,MF,MF,1494.0,MF-0,Deep ball winning midfielders
Filippo Romagna,Cagliari,Serie A,2019,DF,DF,1474.0,DF-0,Deep central defenders
João Pedro,Cagliari,Serie A,2019,FW,"FW,MF",2555.0,FW-0,Low involvement centre forwards
Leonardo Pavoletti,Cagliari,Serie A,2019,FW,FW,2734.0,FW-0,Low involvement centre forwards
Luca Ceppitelli,Cagliari,Serie A,2019,DF,DF,2051.0,DF-0,Deep central defenders
Luca Cigarini,Cagliari,Serie A,2019,MF,MF,1682.0,MF-0,Deep ball winning midfielders
Luca Pellegrini,Cagliari,Serie A,2019,DF,DF,940.0,DF-1,Wide attacking defenders
Lucas Castro,Cagliari,Serie A,2019,MF,MF,896.0,MF-1,Advanced attacking midfielders
Marco Sau,Cagliari,Serie A,2019,FW,"FW,MF",558.0,FW-0,Low involvement centre forwards
Nicolò Barella,Cagliari,Serie A,2019,MF,MF,3107.0,MF-1,Advanced attacking midfielders
Paolo Faragò,Cagliari,Serie A,2019,MF,"MF,DF",1703.0,MF-0,Deep ball winning midfielders
Ragnar Klavan,Cagliari,Serie A,2019,DF,DF,1230.0,DF-0,Deep central defenders
Simone Padoin,Cagliari,Serie A,2019,DF,"DF,MF",1915.0,DF-1,Wide attacking defenders
Assane Dioussé,Chievo,Serie A,2019,MF,MF,892.0,MF-0,Deep ball winning midfielders
Boštjan Cesar,Chievo,Serie A,2019,DF,DF,1079.0,DF-0,Deep central defenders
Emanuel Vignato,Chievo,Serie A,2019,MF,"MF,FW",655.0,MF-1,Advanced attacking midfielders
Emanuele Giaccherini,Chievo,Serie A,2019,MF,"MF,FW",2009.0,MF-1,Advanced attacking midfielders
Fabio Depaoli,Chievo,Serie A,2019,DF,DF,2468.0,DF-1,Wide attacking defenders
Fabrizio Cacciatore,Chievo,Serie A,2019,DF,DF,497.0,DF-1,Wide attacking defenders
Federico Barba,Chievo,Serie A,2019,DF,DF,2483.0,DF-0,Deep central defenders
Filip Đorđević,Chievo,Serie A,2019,FW,FW,634.0,FW-0,Low involvement centre forwards
Ivan Radovanović,Chievo,Serie A,2019,MF,MF,1706.0,MF-0,Deep ball winning midfielders
Joel Obi,Chievo,Serie A,2019,MF,MF,659.0,MF-0,Deep ball winning midfielders
Luca Rossettini,Chievo,Serie A,2019,DF,DF,1823.0,DF-0,Deep central defenders
Marco Andreolli,Chievo,Serie A,2019,DF,DF,646.0,DF-0,Deep central defenders
Mariusz Stępiński,Chievo,Serie A,2019,FW,FW,2476.0,FW-0,Low involvement centre forwards
Mattia Bani,Chievo,Serie A,2019,DF,DF,2610.0,DF-0,Deep central defenders
Mehdi Léris,Chievo,Serie A,2019,MF,"MF,DF",1607.0,MF-0,Deep ball winning midfielders
Nenad Tomović,Chievo,Serie A,2019,DF,DF,739.0,DF-0,Deep central defenders
Nicola Rigoni,Chievo,Serie A,2019,MF,MF,1951.0,MF-0,Deep ball winning midfielders
Paweł Jaroszyński,Chievo,Serie A,2019,DF,DF,1348.0,DF-1,Wide attacking defenders
Përparim Hetemaj,Chievo,Serie A,2019,MF,MF,2156.0,MF-0,Deep ball winning midfielders
Riccardo Meggiorini,Chievo,Serie A,2019,FW,FW,1548.0,FW-0,Low involvement centre forwards
Sergio Pellissier,Chievo,Serie A,2019,FW,FW,953.0,FW-0,Low involvement centre forwards
Sofian Kiyine,Chievo,Serie A,2019,MF,"MF,DF",816.0,MF-1,Advanced attacking midfielders
Valter Birsa,Chievo,Serie A,2019,MF,"MF,FW",1101.0,MF-1,Advanced attacking midfielders
Afriyie Acquah,Empoli,Serie A,2019,MF,MF,1510.0,MF-1,Advanced attacking midfielders
Antonino La Gumina,Empoli,Serie A,2019,FW,"FW,MF",1090.0,FW-0,Low involvement centre forwards
Cristian Dell'Orco,Empoli,Serie A,2019,DF,DF,1035.0,DF-0,Deep central defenders
Diego Farias,Empoli,Serie A,2019,FW,FW,1193.0,FW-1,Creating and carrying forwards
Domenico Maietta,Empoli,Serie A,2019,DF,DF,1714.0,DF-0,Deep central defenders
Francesco Caputo,Empoli,Serie A,2019,FW,FW,3420.0,FW-0,Low involvement centre forwards
Freddie Veseli,Empoli,Serie A,2019,DF,DF,2539.0,DF-0,Deep central defenders
Giovanni Di Lorenzo,Empoli,Serie A,2019,DF,"DF,FW",3330.0,DF-1,Wide attacking defenders
