season,player,team,position_group,position_full,minutes,cluster_within_group_label,archetype_name,distance_to_centroid,boundary_margin
2025-26,Crysencio Summerville,West Ham,MF,"MF,FW",2470,MF-1,High attacking involvement midfielders,3.3164232295561518,0.358259262816611
2025-26,El Hadji Malick Diouf,West Ham,DF,"DF,MF",2707,DF-1,Crossing and chance creating defenders,3.5780030306420416,0.4851105499681436
2025-26,Freddie Potts,West Ham,MF,MF,1171,MF-0,"Ball winning, low attacking involvement midfielders",2.7254060428362115,3.3621489853634934
2025-26,Jarrod Bowen,West Ham,MF,"MF,FW",3403,MF-1,High attacking involvement midfielders,3.002936374431082,2.1864001764534025
2025-26,Jean-Clair Todibo,West Ham,DF,DF,1814,DF-0,Low attacking involvement defenders,3.345482312992161,2.6628902291462144
2025-26,Konstantinos Mavropanos,West Ham,DF,DF,2534,DF-0,Low attacking involvement defenders,3.673902630270402,1.1794765772102087
2025-26,Kyle Walker-Peters,West Ham,DF,DF,1383,DF-1,Crossing and chance creating defenders,4.35801481849621,0.3838546940299219
2025-26,Lucas Paquetá,West Ham,MF,"MF,FW",1511,MF-0,"Ball winning, low attacking involvement midfielders",4.291982610384257,0.16891781479550882
2025-26,Mateus Fernandes,West Ham,MF,MF,3016,MF-0,"Ball winning, low attacking involvement midfielders",1.795851472578245,3.1141343527999856
2025-26,Max Kilman,West Ham,DF,DF,1561,DF-0,Low attacking involvement defenders,3.264551872614971,2.816689674651729
2025-26,Oliver Scarles,West Ham,DF,"DF,MF",659,DF-1,Crossing and chance creating defenders,5.462955950044906,0.6457190353277644
2025-26,Pablo,West Ham,MF,"MF,FW",823,MF-0,"Ball winning, low attacking involvement midfielders",3.938549749378286,1.5359433688480846
2025-26,Soungoutou Magassa,West Ham,MF,MF,981,MF-0,"Ball winning, low attacking involvement midfielders",3.310944170955144,3.2611464791711504
2025-26,Tomáš Souček,West Ham,MF,MF,2200,MF-0,"Ball winning, low attacking involvement midfielders",4.343793379988847,0.4804984963052883
2025-26,Valentín Castellanos,West Ham,FW,FW,1384,FW-0,Shot taking central forwards,3.3364880001190746,2.206369162245025
2025-26,Adam Armstrong,Wolves,FW,"FW,MF",1140,FW-0,Shot taking central forwards,4.308998797621009,0.8081631309034227
2025-26,André,Wolves,MF,MF,2762,MF-0,"Ball winning, low attacking involvement midfielders",3.2289256475172587,3.546358375917686
2025-26,Angel Gomes,Wolves,MF,"MF,FW",461,MF-0,"Ball winning, low attacking involvement midfielders",2.9543289125585854,1.9162525859370803
2025-26,David Møller Wolfe,Wolves,MF,"MF,DF",1049,MF-0,"Ball winning, low attacking involvement midfielders",4.6871023458183,2.4075511811183405
2025-26,Emmanuel Agbadou,Wolves,DF,DF,1101,DF-0,Low attacking involvement defenders,3.0159661147355643,1.3061173482663748
2025-26,Hugo Bueno,Wolves,MF,"MF,DF",2366,MF-0,"Ball winning, low attacking involvement midfielders",3.744326965430241,1.6595803923313883
2025-26,Hwang Hee-chan,Wolves,FW,"FW,MF",1446,FW-1,Crossing and creating wide forwards,4.570929336470637,0.7915255186878039
2025-26,Jackson Tchatchoua,Wolves,MF,"MF,DF",1845,MF-0,"Ball winning, low attacking involvement midfielders",3.808574325241256,2.1582687704166186
2025-26,Jean-Ricner Bellegarde,Wolves,MF,"MF,FW",1248,MF-0,"Ball winning, low attacking involvement midfielders",3.4752705285636014,1.2719210077065175
2025-26,Jhon Arias,Wolves,FW,"FW,MF",1124,FW-1,Crossing and creating wide forwards,5.053895507290129,1.3806152079575744
2025-26,João Gomes,Wolves,MF,MF,2829,MF-0,"Ball winning, low attacking involvement midfielders",3.268554089337638,3.360549316599299
2025-26,Ladislav Krejčí,Wolves,DF,"DF,MF",2356,DF-0,Low attacking involvement defenders,3.626788321746149,0.7009100631370426
2025-26,Marshall Munetsi,Wolves,MF,"MF,FW",875,MF-0,"Ball winning, low attacking involvement midfielders",3.6834584999739772,0.8996747814217501
2025-26,Mateus Mane,Wolves,MF,MF,1795,MF-1,High attacking involvement midfielders,3.7777753796497704,1.1918665398932635
2025-26,Matt Doherty,Wolves,DF,"DF,MF",787,DF-0,Low attacking involvement defenders,4.5919717266814954,1.9354846925591778
2025-26,Rodrigo Gomes,Wolves,MF,"MF,FW",960,MF-0,"Ball winning, low attacking involvement midfielders",4.530324419707592,0.5231155684422024
2025-26,Santiago Bueno,Wolves,DF,DF,2553,DF-0,Low attacking involvement defenders,4.614742577484114,0.5598589258837539
2025-26,Tolu Arokodare,Wolves,FW,FW,1419,FW-0,Shot taking central forwards,2.509627014996825,1.843267541783053
2025-26,Toti Gomes,Wolves,DF,DF,1424,DF-0,Low attacking involvement defenders,2.291591172584902,2.5477776274032746
2025-26,Yerson Mosquera,Wolves,DF,DF,2136,DF-1,Crossing and chance creating defenders,4.913058905096853,0.5516722236551717
2025-26,Jørgen Strand Larsen,Wolves / Crystal Palace,FW,FW,2307,FW-0,Shot taking central forwards,3.624099809250311,1.627299233784297
