season,player,team,position_group,position_full,minutes,cluster_within_group_label,archetype_name,distance_to_centroid,boundary_margin
2024-25,Ben White,Arsenal,DF,DF,1198,DF-1,Crossing and chance creating defenders,2.6784609477168964,0.4537380086976244
2024-25,Bukayo Saka,Arsenal,FW,"FW,MF",1729,FW-1,Crossing and creating wide forwards,6.230972948807466,2.3406489148196084
2024-25,Declan Rice,Arsenal,MF,MF,2825,MF-1,High attacking involvement midfielders,3.316491789706725,1.0872849059330552
2024-25,Ethan Nwaneri,Arsenal,FW,"FW,MF",895,FW-1,Crossing and creating wide forwards,2.9839734569085996,1.8589185682485567
2024-25,Gabriel Jesus,Arsenal,FW,FW,608,FW-0,Shot taking central forwards,5.68371595951017,1.1621195250316045
2024-25,Gabriel Magalhães,Arsenal,DF,DF,2363,DF-0,Low attacking involvement defenders,4.16775705118656,0.5816522763375955
2024-25,Gabriel Martinelli,Arsenal,FW,"FW,MF",2290,FW-1,Crossing and creating wide forwards,2.165570683106762,1.5662254734899048
2024-25,Jakub Kiwior,Arsenal,DF,DF,1122,DF-0,Low attacking involvement defenders,3.045620579335601,2.2909300713819944
2024-25,Jorginho,Arsenal,MF,MF,704,MF-0,"Ball winning, low attacking involvement midfielders",4.847054237888227,3.0150623648890367
2024-25,Jurriën Timber,Arsenal,DF,DF,2417,DF-1,Crossing and chance creating defenders,3.254665049754168,0.7152017402088915
2024-25,Kai Havertz,Arsenal,FW,FW,1875,FW-0,Shot taking central forwards,1.7950476821007584,2.1524539628951036
2024-25,Leandro Trossard,Arsenal,FW,FW,2546,FW-1,Crossing and creating wide forwards,1.2779078878565642,3.0024421727277684
2024-25,Martin Ødegaard,Arsenal,MF,MF,2325,MF-1,High attacking involvement midfielders,3.5569397836853978,2.418435960365589
2024-25,Mikel Merino,Arsenal,MF,"MF,FW",1586,MF-1,High attacking involvement midfielders,4.279913861593879,1.1809820886791398
2024-25,Myles Lewis-Skelly,Arsenal,DF,DF,1369,DF-0,Low attacking involvement defenders,5.974810453229626,0.8897056340940379
2024-25,Oleksandr Zinchenko,Arsenal,DF,"DF,MF",527,DF-1,Crossing and chance creating defenders,5.556646610930395,0.7141540778022408
2024-25,Raheem Sterling,Arsenal,FW,"FW,MF",499,FW-1,Crossing and creating wide forwards,5.728974363758619,1.9664854281551971
2024-25,Riccardo Calafiori,Arsenal,DF,DF,983,DF-1,Crossing and chance creating defenders,5.537838096488037,1.108614556617443
2024-25,Thomas Partey,Arsenal,MF,"MF,DF",2797,MF-0,"Ball winning, low attacking involvement midfielders",2.8959665046737224,2.2741297326394583
2024-25,William Saliba,Arsenal,DF,DF,3039,DF-0,Low attacking involvement defenders,3.39639698163191,1.8975407395922046
2024-25,Amadou Onana,Aston Villa,MF,MF,1617,MF-0,"Ball winning, low attacking involvement midfielders",3.3749872052658354,2.245826497886089
2024-25,Boubacar Kamara,Aston Villa,MF,"MF,DF",1726,MF-0,"Ball winning, low attacking involvement midfielders",2.3017424026789515,3.338098721139022
2024-25,Diego Carlos,Aston Villa,DF,DF,830,DF-0,Low attacking involvement defenders,3.3593902435685714,2.342069257524171
2024-25,Ezri Konsa,Aston Villa,DF,DF,2936,DF-0,Low attacking involvement defenders,3.180111449939046,2.2989926003883667
2024-25,Ian Maatsen,Aston Villa,DF,DF,1139,DF-1,Crossing and chance creating defenders,5.1794062147726505,3.227565769514606
2024-25,Jacob Ramsey,Aston Villa,MF,MF,1623,MF-0,"Ball winning, low attacking involvement midfielders",2.838080382166509,1.1232506616423223
2024-25,John McGinn,Aston Villa,MF,MF,2223,MF-0,"Ball winning, low attacking involvement midfielders",3.2887554868422364,1.2209735035761118
2024-25,Jáder Durán,Aston Villa,FW,FW,638,FW-0,Shot taking central forwards,7.282593285780595,2.4616374511019368
2024-25,Lamare Bogarde,Aston Villa,DF,"DF,MF",476,DF-0,Low attacking involvement defenders,5.838478400624462,1.153193231625604
2024-25,Leon Bailey,Aston Villa,MF,MF,1139,MF-1,High attacking involvement midfielders,3.039663385024489,0.7773065972868403
2024-25,Lucas Digne,Aston Villa,DF,DF,2351,DF-1,Crossing and chance creating defenders,4.500279353636075,2.2020593747789823
2024-25,Marco Asensio,Aston Villa,MF,MF,743,MF-1,High attacking involvement midfielders,2.768577444585644,3.4409982944644715
2024-25,Matty Cash,Aston Villa,DF,DF,2070,DF-0,Low attacking involvement defenders,4.0101356432530215,1.6772228096472368
2024-25,Morgan Rogers,Aston Villa,MF,MF,3114,MF-1,High attacking involvement midfielders,2.6489806366031297,1.7826918526065696
2024-25,Ollie Watkins,Aston Villa,FW,FW,2598,FW-0,Shot taking central forwards,2.2964538271199295,2.292578913056955
2024-25,Pau Torres,Aston Villa,DF,DF,2020,DF-0,Low attacking involvement defenders,2.7004068746137477,3.03912449179244
2024-25,Ross Barkley,Aston Villa,MF,MF,581,MF-1,High attacking involvement midfielders,5.013895334611643,1.2374758892908932
2024-25,Tyrone Mings,Aston Villa,DF,DF,1120,DF-0,Low attacking involvement defenders,3.084878195909084,2.1963633292541105
2024-25,Youri Tielemans,Aston Villa,MF,MF,3026,MF-1,High attacking involvement midfielders,3.645919534184532,0.19651743686627077
2024-25,Axel Disasi,Aston Villa / Chelsea,DF,DF,854,DF-0,Low attacking involvement defenders,3.5479628395238456,1.4498272301555786
2024-25,Adam Smith,Bournemouth,DF,DF,1590,DF-0,Low attacking involvement defenders,3.1257497181524028,2.1559853071127244
2024-25,Alex Scott,Bournemouth,MF,MF,755,MF-0,"Ball winning, low attacking involvement midfielders",4.195380893337533,1.4617744651629598
2024-25,Antoine Semenyo,Bournemouth,MF,MF,3203,MF-1,High attacking involvement midfielders,3.40467264070833,2.712498623375915
2024-25,Dango Ouattara,Bournemouth,MF,"MF,FW",2005,MF-1,High attacking involvement midfielders,3.495881792803361,3.460942627254728
2024-25,David Brooks,Bournemouth,MF,MF,960,MF-1,High attacking involvement midfielders,3.015792897523646,2.0567330747486627
2024-25,Dean Huijsen,Bournemouth,DF,DF,2427,DF-1,Crossing and chance creating defenders,3.6533878983841332,0.11308064316562838
2024-25,Evanilson,Bournemouth,FW,FW,2319,FW-0,Shot taking central forwards,2.1946307008409396,2.6521129587528525
2024-25,Illia Zabarnyi,Bournemouth,DF,DF,3109,DF-0,Low attacking involvement defenders,2.3949259411594674,2.742408037838679
2024-25,Julian Araujo,Bournemouth,DF,DF,497,DF-0,Low attacking involvement defenders,3.641916678697887,1.9011030865887313
2024-25,Justin Kluivert,Bournemouth,MF,MF,2340,MF-1,High attacking involvement midfielders,2.372050370803357,3.0157251758431065
2024-25,Lewis Cook,Bournemouth,MF,"MF,DF",2978,MF-0,"Ball winning, low attacking involvement midfielders",2.669558128712796,2.5176170234703963
2024-25,Marcos Senesi,Bournemouth,DF,DF,1106,DF-0,Low attacking involvement defenders,4.067686430967489,1.1431891726137975
2024-25,Marcus Tavernier,Bournemouth,MF,MF,1939,MF-1,High attacking involvement midfielders,2.4747706168793293,2.920820896730902
2024-25,Milos Kerkez,Bournemouth,DF,DF,3336,DF-1,Crossing and chance creating defenders,2.8235411137466633,1.2069621825490495
2024-25,Ryan Christie,Bournemouth,MF,MF,2117,MF-0,"Ball winning, low attacking involvement midfielders",2.3527837297843566,1.815794624620224
2024-25,Tyler Adams,Bournemouth,MF,MF,1965,MF-0,"Ball winning, low attacking involvement midfielders",3.2279673451421234,3.6847153869372216
2024-25,Bryan Mbeumo,Brentford,MF,"MF,FW",3414,MF-1,High attacking involvement midfielders,2.943508681607788,3.7660829701388407
2024-25,Christian Nørgaard,Brentford,MF,MF,2819,MF-0,"Ball winning, low attacking involvement midfielders",2.643687046065303,1.9296352289895702
2024-25,Ethan Pinnock,Brentford,DF,DF,1913,DF-0,Low attacking involvement defenders,3.2147231975153816,1.6815812487353115
2024-25,Fabio Carvalho,Brentford,FW,"FW,MF",455,FW-1,Crossing and creating wide forwards,5.323644316787304,0.4284504005563967
2024-25,Keane Lewis-Potter,Brentford,DF,"DF,MF",3093,DF-1,Crossing and chance creating defenders,3.7753320348131814,0.38229220290365795
2024-25,Kevin Schade,Brentford,MF,"MF,FW",2293,MF-1,High attacking involvement midfielders,3.7626508365026137,2.590819461551696
2024-25,Kristoffer Ajer,Brentford,DF,DF,1438,DF-0,Low attacking involvement defenders,2.548121303032733,1.2341457825825368
2024-25,Mads Roerslev,Brentford,DF,DF,1101,DF-1,Crossing and chance creating defenders,4.531724723661557,0.5709119122943047
2024-25,Mathias Jensen,Brentford,MF,MF,862,MF-0,"Ball winning, low attacking involvement midfielders",3.6747634006908925,1.1842399729903486
2024-25,Michael Kayode,Brentford,DF,DF,528,DF-1,Crossing and chance creating defenders,4.179008579462085,1.1880368408904065
2024-25,Mikkel Damsgaard,Brentford,MF,MF,2911,MF-1,High attacking involvement midfielders,4.09515109084235,0.6315253116786872
2024-25,Nathan Collins,Brentford,DF,DF,3420,DF-0,Low attacking involvement defenders,2.3528478182639336,1.5071751498945503
2024-25,Sepp van den Berg,Brentford,DF,DF,2586,DF-0,Low attacking involvement defenders,2.179102819530118,2.17267878597161
2024-25,Vitaly Janelt,Brentford,MF,MF,2254,MF-0,"Ball winning, low attacking involvement midfielders",2.168515048046014,3.0653815436123035
2024-25,Yehor Yarmoliuk,Brentford,MF,MF,1450,MF-0,"Ball winning, low attacking involvement midfielders",2.16056462267619,3.976994543329494
2024-25,Yoane Wissa,Brentford,FW,FW,2919,FW-0,Shot taking central forwards,2.2652942579458806,2.567355069078026
2024-25,Adam Webster,Brighton,DF,DF,887,DF-0,Low attacking involvement defenders,4.1320500156587725,1.0985910808674442
2024-25,Brajan Gruda,Brighton,MF,"MF,FW",687,MF-1,High attacking involvement midfielders,4.5076921690692275,2.26840120302026
2024-25,Carlos Baleba,Brighton,MF,MF,2661,MF-0,"Ball winning, low attacking involvement midfielders",2.809600275114986,2.646523528190277
2024-25,Danny Welbeck,Brighton,FW,FW,2115,FW-0,Shot taking central forwards,2.8486242740229546,0.3922525265383121
2024-25,Diego Gómez,Brighton,MF,MF,516,MF-1,High attacking involvement midfielders,5.421646673132695,0.30931205489827196
2024-25,Georginio Rutter,Brighton,MF,"MF,FW",1656,MF-1,High attacking involvement midfielders,3.585917559672159,1.3604066076585029
2024-25,Igor,Brighton,DF,DF,961,DF-0,Low attacking involvement defenders,3.798825360559989,2.37681250861708
2024-25,Jack Hinshelwood,Brighton,MF,"MF,DF",1842,MF-0,"Ball winning, low attacking involvement midfielders",4.610117139900465,0.19542723112456617
2024-25,Jan Paul van Hecke,Brighton,DF,DF,2958,DF-0,Low attacking involvement defenders,1.7540728869563746,1.9958560548652848
2024-25,João Pedro,Brighton,FW,"FW,MF",1948,FW-1,Crossing and creating wide forwards,3.2894408884623103,1.3465380178882005
2024-25,Joël Veltman,Brighton,DF,DF,1697,DF-0,Low attacking involvement defenders,4.557099565174304,0.757078450516862
2024-25,Kaoru Mitoma,Brighton,MF,MF,2603,MF-1,High attacking involvement midfielders,2.4569427625981133,2.9368129294850513
2024-25,Lewis Dunk,Brighton,DF,DF,2083,DF-0,Low attacking involvement defenders,2.6349283575346023,2.366654861250863
2024-25,Mats Wieffer,Brighton,DF,"DF,MF",1015,DF-1,Crossing and chance creating defenders,6.151803770709515,2.2099194915964446
2024-25,Matt O'Riley,Brighton,MF,MF,938,MF-1,High attacking involvement midfielders,2.7078344620650485,1.7333703039830786
2024-25,Pervis Estupiñán,Brighton,DF,DF,2402,DF-1,Crossing and chance creating defenders,2.761549528866514,2.2577891645741324
2024-25,Simon Adingra,Brighton,MF,MF,1097,MF-1,High attacking involvement midfielders,3.231170074941531,1.2153796120467746
2024-25,Tariq Lamptey,Brighton,DF,"DF,MF",860,DF-1,Crossing and chance creating defenders,5.151877930497666,0.7230765668611054
2024-25,Yankuba Minteh,Brighton,MF,MF,1838,MF-1,High attacking involvement midfielders,2.814139674266715,2.3651421705916973
2024-25,Yasin Ayari,Brighton,MF,MF,1965,MF-0,"Ball winning, low attacking involvement midfielders",1.953284859264491,1.7919261204449015
2024-25,Christopher Nkunku,Chelsea,MF,"MF,FW",921,MF-1,High attacking involvement midfielders,3.1645055839915215,2.691757830834787
2024-25,Cole Palmer,Chelsea,MF,MF,3191,MF-1,High attacking involvement midfielders,3.628050307459037,4.150699825378606
2024-25,Enzo Fernández,Chelsea,MF,MF,2947,MF-1,High attacking involvement midfielders,2.231846204216694,2.085499767072145
2024-25,Jadon Sancho,Chelsea,MF,MF,1764,MF-1,High attacking involvement midfielders,3.498805287194224,1.4239221932897141
2024-25,Levi Colwill,Chelsea,DF,DF,3149,DF-0,Low attacking involvement defenders,2.3803736484118465,1.1528661660649342
2024-25,Malo Gusto,Chelsea,DF,DF,1862,DF-1,Crossing and chance creating defenders,2.369849668237886,1.9265681571739535
2024-25,Marc Cucurella,Chelsea,DF,DF,2988,DF-1,Crossing and chance creating defenders,3.728919640036621,0.5782767933724897
2024-25,Moisés Caicedo,Chelsea,MF,"MF,DF",3351,MF-0,"Ball winning, low attacking involvement midfielders",3.0832490147700096,3.438843101940064
2024-25,Nicolas Jackson,Chelsea,FW,FW,2220,FW-0,Shot taking central forwards,1.9229438582369933,2.7268459207920213
2024-25,Noni Madueke,Chelsea,MF,MF,2033,MF-1,High attacking involvement midfielders,3.5433534866990244,3.3385069767756055
2024-25,Pedro Neto,Chelsea,MF,"MF,FW",2269,MF-1,High attacking involvement midfielders,2.776330600955011,2.2760609743011937
2024-25,Reece James,Chelsea,DF,"DF,MF",1063,DF-1,Crossing and chance creating defenders,2.7839408195149353,1.1279636606277474
2024-25,Roméo Lavia,Chelsea,MF,MF,797,MF-0,"Ball winning, low attacking involvement midfielders",4.014893772477941,3.769429318007054
2024-25,Tosin Adarabioyo,Chelsea,DF,DF,1409,DF-0,Low attacking involvement defenders,3.268005372604328,1.072889971621462
2024-25,Wesley Fofana,Chelsea,DF,DF,1172,DF-0,Low attacking involvement defenders,4.969277134750271,1.2120136554635117
2024-25,Adam Wharton,Crystal Palace,MF,MF,1318,MF-0,"Ball winning, low attacking involvement midfielders",3.290112296540397,1.2673045859898244
2024-25,Cheick Doucouré,Crystal Palace,MF,MF,452,MF-0,"Ball winning, low attacking involvement midfielders",5.21949918733408,2.6847090274190064
2024-25,Chris Richards,Crystal Palace,DF,DF,1922,DF-0,Low attacking involvement defenders,2.6491967590009975,2.3515463220913966
2024-25,Daichi Kamada,Crystal Palace,MF,MF,1564,MF-0,"Ball winning, low attacking involvement midfielders",1.7543874342199601,3.294348107989279
2024-25,Daniel Muñoz,Crystal Palace,MF,MF,3228,MF-0,"Ball winning, low attacking involvement midfielders",3.5123572221884367,0.6623116578964798
2024-25,Eberechi Eze,Crystal Palace,MF,MF,2588,MF-1,High attacking involvement midfielders,2.8399869583716972,3.6828284500725186
2024-25,Eddie Nketiah,Crystal Palace,FW,"FW,MF",1034,FW-0,Shot taking central forwards,4.573470630267663,1.6023365959826847
2024-25,Ismaila Sarr,Crystal Palace,MF,MF,2711,MF-1,High attacking involvement midfielders,3.1132564620393923,3.57210677993186
2024-25,Jean-Philippe Mateta,Crystal Palace,FW,FW,2648,FW-0,Shot taking central forwards,2.0859024973752,2.173635254844386
2024-25,Jefferson Lerma,Crystal Palace,MF,"MF,DF",2274,MF-0,"Ball winning, low attacking involvement midfielders",2.6094189085013375,3.4293439105166894
2024-25,Justin Devenny,Crystal Palace,MF,MF,507,MF-1,High attacking involvement midfielders,4.225666086122764,0.8234474987797933
2024-25,Marc Guéhi,Crystal Palace,DF,DF,3059,DF-0,Low attacking involvement defenders,2.4374439242095485,1.543202545998085
2024-25,Maxence Lacroix,Crystal Palace,DF,DF,3116,DF-0,Low attacking involvement defenders,2.587388098427332,1.4363525619378477
2024-25,Nathaniel Clyne,Crystal Palace,DF,"DF,MF",483,DF-0,Low attacking involvement defenders,3.1586965019755935,2.2187741101490372
2024-25,Tyrick Mitchell,Crystal Palace,MF,MF,3092,MF-0,"Ball winning, low attacking involvement midfielders",3.312322378866919,1.7882100654860116
2024-25,Will Hughes,Crystal Palace,MF,MF,2108,MF-0,"Ball winning, low attacking involvement midfielders",3.6807689604446057,2.6847921670014316
2024-25,Trevoh Chalobah,Crystal Palace / Chelsea,DF,DF,1970,DF-1,Crossing and chance creating defenders,3.8612851054224695,0.02008325686616841
2024-25,Abdoulaye Doucouré,Everton,MF,MF,2564,MF-0,"Ball winning, low attacking involvement midfielders",3.1065575690343334,1.409948067775638
2024-25,Ashley Young,Everton,DF,DF,1875,DF-1,Crossing and chance creating defenders,4.018547258027052,1.0002955695628604
2024-25,Beto,Everton,FW,FW,1534,FW-0,Shot taking central forwards,2.051902035220165,3.42504110825869
2024-25,Dominic Calvert-Lewin,Everton,FW,FW,1609,FW-0,Shot taking central forwards,4.014494631689824,1.7904620452284261
2024-25,Dwight McNeil,Everton,MF,MF,1371,MF-1,High attacking involvement midfielders,4.48766145994078,2.7234340391455367
2024-25,Idrissa Gueye,Everton,MF,MF,3063,MF-0,"Ball winning, low attacking involvement midfielders",2.3438896641539504,4.101915140142761
2024-25,Iliman Ndiaye,Everton,MF,"MF,FW",2430,MF-1,High attacking involvement midfielders,4.208287070914354,0.13671097324596992
2024-25,Jack Harrison,Everton,MF,"MF,FW",2076,MF-0,"Ball winning, low attacking involvement midfielders",4.295408251567676,0.3785836220072012
2024-25,Jake O'Brien,Everton,DF,DF,1571,DF-0,Low attacking involvement defenders,3.9950137074864376,1.4539856331166972
2024-25,James Garner,Everton,MF,"MF,DF",1594,MF-0,"Ball winning, low attacking involvement midfielders",2.0389705627579207,3.615353399765261
2024-25,James Tarkowski,Everton,DF,DF,2922,DF-0,Low attacking involvement defenders,2.082986326310817,1.899262823038268
2024-25,Jarrad Branthwaite,Everton,DF,DF,2511,DF-0,Low attacking involvement defenders,2.1241437310847187,2.977521099644355
2024-25,Jesper Lindstrøm,Everton,MF,MF,1239,MF-0,"Ball winning, low attacking involvement midfielders",3.681531987781242,0.2692995244825034
2024-25,Michael Keane,Everton,DF,DF,1049,DF-0,Low attacking involvement defenders,5.829882409694218,1.2232967008806872
2024-25,Orel Mangala,Everton,MF,MF,1261,MF-0,"Ball winning, low attacking involvement midfielders",2.8674776330712946,2.866665441251912
2024-25,Tim Iroegbunam,Everton,MF,MF,574,MF-0,"Ball winning, low attacking involvement midfielders",4.933128743206252,3.518882100236615
2024-25,Vitaliy Mykolenko,Everton,DF,DF,3082,DF-0,Low attacking involvement defenders,3.1434534483234495,0.681343297281737
2024-25,Carlos Alcaraz,Everton / Southampton,MF,MF,774,MF-1,High attacking involvement midfielders,4.156050471969579,1.9219219093338777
2024-25,Adama Traoré,Fulham,MF,MF,1772,MF-1,High attacking involvement midfielders,3.330471392211958,2.77052811430429
2024-25,Alex Iwobi,Fulham,MF,MF,2981,MF-1,High attacking involvement midfielders,2.3372906286528803,2.9503693081162927
2024-25,Andreas Pereira,Fulham,MF,MF,2013,MF-1,High attacking involvement midfielders,4.184864031433037,1.296809750923785
2024-25,Antonee Robinson,Fulham,DF,"DF,MF",3167,DF-1,Crossing and chance creating defenders,4.275675187877152,2.281721538540239
2024-25,Calvin Bassey,Fulham,DF,DF,3074,DF-0,Low attacking involvement defenders,1.4533570069725419,3.1679183850161587
2024-25,Emile Smith Rowe,Fulham,MF,MF,2043,MF-1,High attacking involvement midfielders,3.0201394444248746,0.6557150216316523
2024-25,Harry Wilson,Fulham,MF,"MF,FW",1162,MF-1,High attacking involvement midfielders,3.326883379799198,2.550810731653283
2024-25,Issa Diop,Fulham,DF,DF,1339,DF-0,Low attacking involvement defenders,1.9221822338714656,3.3432638640268006
2024-25,Kenny Tete,Fulham,DF,DF,1774,DF-1,Crossing and chance creating defenders,4.140279311231211,0.9027887337837006
2024-25,Raúl Jiménez,Fulham,FW,FW,2494,FW-0,Shot taking central forwards,2.6027677746447204,0.8842760771319051
2024-25,Rodrigo Muniz,Fulham,FW,FW,964,FW-0,Shot taking central forwards,4.345647781714186,2.331146578394627
2024-25,Ryan Sessegnon,Fulham,MF,"MF,DF",580,MF-1,High attacking involvement midfielders,6.162341231061427,2.3552342404377757
2024-25,Sander Berge,Fulham,MF,MF,2224,MF-0,"Ball winning, low attacking involvement midfielders",2.5910937395602875,3.8756648797106417
2024-25,Saša Lukić,Fulham,MF,MF,2344,MF-0,"Ball winning, low attacking involvement midfielders",2.971985835036322,3.2161355305041237
2024-25,Timothy Castagne,Fulham,DF,"DF,MF",1649,DF-0,Low attacking involvement defenders,2.9267649391051695,0.7132290479092713
2024-25,Tom Cairney,Fulham,MF,MF,628,MF-1,High attacking involvement midfielders,5.50154741224904,0.9454785201498384
2024-25,Reiss Nelson,Fulham / Arsenal,MF,MF,490,MF-1,High attacking involvement midfielders,3.2266345448825393,2.8322324281811446
2024-25,Joachim Andersen,Fulham / Crystal Palace,DF,DF,2673,DF-0,Low attacking involvement defenders,1.9972088828474917,2.6545325896804606
2024-25,Axel Tuanzebe,Ipswich Town,DF,DF,1710,DF-0,Low attacking involvement defenders,2.6883589809121378,2.527302361043016
2024-25,Ben Johnson,Ipswich Town,MF,"MF,DF",1354,MF-0,"Ball winning, low attacking involvement midfielders",2.8857210454438866,2.2860065915436576
2024-25,Cameron Burgess,Ipswich Town,DF,DF,1541,DF-0,Low attacking involvement defenders,3.217585588706668,1.8176882240286218
2024-25,Conor Chaplin,Ipswich Town,MF,"MF,FW",857,MF-0,"Ball winning, low attacking involvement midfielders",2.9164533100625847,1.451704364960324
2024-25,Dara O'Shea,Ipswich Town,DF,DF,3122,DF-0,Low attacking involvement defenders,2.100636495907914,2.4764637046026476
2024-25,George Hirst,Ipswich Town,FW,FW,661,FW-0,Shot taking central forwards,2.5689246685669405,2.1617437701452182
2024-25,Jack Clarke,Ipswich Town,MF,MF,1181,MF-0,"Ball winning, low attacking involvement midfielders",4.027300117821124,0.6788591843268481
2024-25,Jack Taylor,Ipswich Town,MF,MF,860,MF-0,"Ball winning, low attacking involvement midfielders",2.432534548025272,3.019160414397838
2024-25,Jacob Greaves,Ipswich Town,DF,DF,2205,DF-0,Low attacking involvement defenders,1.9232813869802208,3.03154353378346
2024-25,Jens Cajuste,Ipswich Town,MF,MF,1959,MF-0,"Ball winning, low attacking involvement midfielders",2.8261398596891034,3.467719586960756
2024-25,Kalvin Phillips,Ipswich Town,MF,MF,1237,MF-0,"Ball winning, low attacking involvement midfielders",2.8098970213655314,4.126401207622621
2024-25,Leif Davis,Ipswich Town,DF,DF,2743,DF-1,Crossing and chance creating defenders,4.611587799873091,1.4987785802071976
2024-25,Liam Delap,Ipswich Town,FW,FW,2593,FW-0,Shot taking central forwards,2.811517555383233,2.5362219710527913
2024-25,Luke Woolfenden,Ipswich Town,DF,DF,1187,DF-0,Low attacking involvement defenders,4.151109047501483,2.810416160355344
2024-25,Nathan Broadhead,Ipswich Town,MF,MF,702,MF-1,High attacking involvement midfielders,3.7674197553365105,1.4028446695310746
2024-25,Omari Hutchinson,Ipswich Town,MF,MF,2583,MF-0,"Ball winning, low attacking involvement midfielders",3.300993251642347,0.08535317292811762
2024-25,Sam Morsy,Ipswich Town,MF,MF,2751,MF-0,"Ball winning, low attacking involvement midfielders",1.7223629722479497,4.144154419249183
2024-25,Sammie Szmodics,Ipswich Town,MF,MF,992,MF-1,High attacking involvement midfielders,5.678453205809099,1.3029467392867966
2024-25,Wes Burns,Ipswich Town,MF,MF,926,MF-0,"Ball winning, low attacking involvement midfielders",3.8556591922673706,1.8878996354284658
2024-25,Jaden Philogene Bidace,Ipswich Town / Aston Villa,MF,MF,806,MF-0,"Ball winning, low attacking involvement midfielders",4.275077437987331,1.1368795944864036
2024-25,Julio Enciso,Ipswich Town / Brighton,MF,MF,1163,MF-1,High attacking involvement midfielders,4.257839019192037,2.291448226194566
2024-25,Abdul Fatawu Issahaku,Leicester City,MF,"MF,FW",579,MF-1,High attacking involvement midfielders,5.445975801463319,0.16935306646945847
2024-25,Bilal El Khannouss,Leicester City,MF,MF,2182,MF-0,"Ball winning, low attacking involvement midfielders",3.334321609021597,0.9102109413952357
2024-25,Bobby De Cordova-Reid,Leicester City,MF,"MF,FW",744,MF-0,"Ball winning, low attacking involvement midfielders",4.649349429001053,0.2603296087935245
2024-25,Boubakary Soumaré,Leicester City,MF,MF,2171,MF-0,"Ball winning, low attacking involvement midfielders",3.360500625510269,3.786699212125314
2024-25,Caleb Okoli,Leicester City,DF,DF,1125,DF-0,Low attacking involvement defenders,3.0450671007031223,2.334619163064071
2024-25,Conor Coady,Leicester City,DF,DF,1714,DF-0,Low attacking involvement defenders,5.358374320784783,2.2234317560595747
2024-25,Facundo Buonanotte,Leicester City,MF,"MF,FW",1523,MF-1,High attacking involvement midfielders,3.849003137098905,0.5023475222046643
2024-25,Harry Winks,Leicester City,MF,MF,1538,MF-0,"Ball winning, low attacking involvement midfielders",3.1737285881990083,2.2047848955764726
2024-25,James Justin,Leicester City,DF,"DF,MF",2912,DF-0,Low attacking involvement defenders,2.818757933580885,0.5085125376924444
2024-25,Jamie Vardy,Leicester City,FW,FW,2823,FW-0,Shot taking central forwards,3.0750657597371682,1.3471506692092707
2024-25,Jannik Vestergaard,Leicester City,DF,DF,1391,DF-0,Low attacking involvement defenders,2.9596363755607316,2.9800058604524677
2024-25,Kasey McAteer,Leicester City,MF,MF,852,MF-0,"Ball winning, low attacking involvement midfielders",3.500500630730613,0.4148176188725552
2024-25,Luke Thomas,Leicester City,DF,DF,1110,DF-0,Low attacking involvement defenders,4.260880259806863,0.9792809240726434
2024-25,Oliver Skipp,Leicester City,MF,MF,1129,MF-0,"Ball winning, low attacking involvement midfielders",4.015206971642074,3.4174746006492036
2024-25,Patson Daka,Leicester City,MF,"MF,FW",736,MF-0,"Ball winning, low attacking involvement midfielders",4.79250409076067,1.18198360775596
2024-25,Stephy Mavididi,Leicester City,MF,MF,1615,MF-1,High attacking involvement midfielders,2.809107158447405,0.5669884099592197
2024-25,Victor Bernth Kristiansen,Leicester City,DF,"DF,MF",2482,DF-0,Low attacking involvement defenders,4.222270458749419,0.6724977652960042
2024-25,Wilfred Ndidi,Leicester City,MF,MF,2324,MF-0,"Ball winning, low attacking involvement midfielders",2.097598865937129,3.1950517924534236
2024-25,Wout Faes,Leicester City,DF,DF,2815,DF-0,Low attacking involvement defenders,2.3314125394642877,3.151147288846346
2024-25,Jordan Ayew,Leicester City / Crystal Palace,MF,MF,1659,MF-0,"Ball winning, low attacking involvement midfielders",4.600236633882682,0.09558905530312067
2024-25,Alexis Mac Allister,Liverpool,MF,MF,2599,MF-1,High attacking involvement midfielders,4.791483162350729,0.14654346871698642
2024-25,Andy Robertson,Liverpool,DF,DF,2482,DF-1,Crossing and chance creating defenders,4.5926911150616005,1.3971946112859595
2024-25,Cody Gakpo,Liverpool,MF,MF,1935,MF-1,High attacking involvement midfielders,3.234893859822572,3.887772519315021
2024-25,Conor Bradley,Liverpool,DF,DF,754,DF-1,Crossing and chance creating defenders,6.536800028504457,2.2360812465775037
2024-25,Curtis Jones,Liverpool,MF,"MF,DF",1712,MF-1,High attacking involvement midfielders,2.9383917555810037,0.558547320676924
2024-25,Darwin Núñez,Liverpool,FW,FW,1133,FW-0,Shot taking central forwards,5.200328052273927,0.9889041119271775
2024-25,Diogo Jota,Liverpool,FW,FW,1196,FW-0,Shot taking central forwards,5.191010055740592,0.36160442063822185
2024-25,Dominik Szoboszlai,Liverpool,MF,MF,2491,MF-1,High attacking involvement midfielders,3.311466471473352,2.6557034267840756
2024-25,Ibrahima Konaté,Liverpool,DF,DF,2560,DF-0,Low attacking involvement defenders,3.3412117976993665,0.7165281746474079
2024-25,Jarell Quansah,Liverpool,DF,DF,495,DF-0,Low attacking involvement defenders,4.405319589895324,1.3168524980453462
